NAME,MSINI,MSINIUPPER,MSINILOWER,UMSINI,R,RUPPER,RLOWER,UR,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,A,AUPPER,ALOWER,UA,PER,ECC,I,FIRSTREF,FIRSTURL,ORBREF,ORBURL,DATE
#,mearth,mearth,mearth,mearth,rearth,rearth,rearth,rearth,msun,msun,msun,msun,rsun,rsun,rsun,rsun,k,k,k,k,au,au,au,au,day,,deg,,,,,
WASP-58 b,283.0036154464196,22.669731766596364,22.669731766596364,22.669731766596364,15.356303601385992,2.241796146187736,2.241796146187736,2.241796146187736,0.94,0.1,0.1,0.1,1.17,0.13,0.13,0.13,5800,150,150,150,0.0562022,0.00199298,0.00199298,0.00199298,5.01718,0,87.4,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,2013
WASP-59 b,273.01273244953296,14.292943994174951,14.292943994174951,14.292943994174951,8.686960066477477,0.7622106897038303,0.7622106897038303,0.7622106897038303,0.719,0.035,0.035,0.035,0.613,0.044,0.044,0.044,4650,150,150,150,0.0696866,0.00116144,0.00116144,0.00116144,7.919585,0.1,89.27,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,2013
WASP-6 b,165.63775464497337,6.515176970975193,6.515176970975193,6.515176970975193,13.719792414668945,0.5716580172778727,0.5828669980088114,0.5772625076433421,0.93,0.02,0.02,0.02,0.87,0.025,0.036,0.0305,5450,100,100,100,0.0428704,0.000714507,0.000714507,0.000714507,3.361006,0.054,88.47,Gillon 2009,http://adsabs.harvard.edu/abs/2009A%26A...501..785G,Gillon 2009,http://adsabs.harvard.edu/abs/2009A%26A...501..785G,2009
WASP-61 b,653.0400386662649,24.979750025107965,24.979750025107965,24.979750025107965,13.899136106363963,0.3362694219281604,0.3362694219281604,0.3362694219281604,1.22,0.07,0.07,0.07,1.36,0.03,0.03,0.03,6250,150,150,150,0.0514489,0.000983996,0.000983996,0.000983996,3.8559,0,89.35,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,2012
WASP-62 b,178.6199275886311,13.3135603243949,13.3135603243949,13.3135603243949,15.580483216004765,0.6725388438563208,0.6725388438563208,0.6725388438563208,1.25,0.05,0.05,0.05,1.28,0.05,0.05,0.05,6230,80,80,80,0.0567187,0.000945311,0.000945311,0.000945311,4.411953,0,88.3,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,2012
WASP-63 b,120.07683649693683,10.066618695390178,10.066618695390178,10.066618695390178,16.02884244524231,1.120898073093868,0.6725388438563208,0.8967184584750945,1.32,0.05,0.05,0.05,1.88,0.1,0.06,0.08,5550,100,100,100,0.0574592,0.000957654,0.000957654,0.000957654,4.37808,0,87.8,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,2012
WASP-64 b,403.3410615647283,24.161848975595056,24.161848975595056,24.161848975595056,14.246614509023063,0.43715024850660855,0.43715024850660855,0.43715024850660855,1.004,0.028,0.028,0.028,1.058,0.025,0.025,0.025,5550,150,150,150,0.0265195,0.000441992,0.000441992,0.000441992,1.5732918,0,86.57,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,2013
WASP-66 b,733.37454353721,42.05317620769308,42.05317620769308,42.05317620769308,15.580483216004765,1.0088082657844812,1.0088082657844812,1.0088082657844812,1.3,0.07,0.07,0.07,1.75,0.09,0.09,0.09,6600,150,150,150,0.0546221,0.000980397,0.000980397,0.000980397,4.086052,0,85.9,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,2012
WASP-67 b,132.9058218338857,10.476093617555486,10.476093617555486,10.476093617555486,15.692573023314152,3.3626942192816043,2.241796146187736,2.80224518273467,0.87,0.04,0.04,0.04,0.87,0.04,0.04,0.04,5200,100,100,100,0.0517914,0.00086319,0.00086319,0.00086319,4.61442,0,85.8,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,2012
WASP-7 b,292.1548269559104,40.34777227076429,40.34777227076429,40.34777227076429,10.256217368808892,0.5156131136231793,0.4483592292375471,0.48198617143036326,1.2,0.03,0.03,0.03,1.236,0.059,0.046,0.0525,6400,100,100,100,0.0604573,0.00100762,0.00100762,0.00100762,4.954658,0,89.6,Hellier 2009,http://adsabs.harvard.edu/abs/2009ApJ...690L..89H,Hellier 2009,http://adsabs.harvard.edu/abs/2009ApJ...690L..89H,2009
WASP-72 b,446.6976036958923,18.862860831575773,18.862860831575773,18.862860831575773,11.321070538248067,1.3450776877126416,2.0176165315689625,1.6813471096408021,1.327,0.043,0.035,0.039,1.71,0.16,0.09,0.125,6250,100,100,100,0.036575,0.000609584,0.000609584,0.000609584,2.216726,0,86.8,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,2013
WASP-77 A b,37.99656497941147,6.884003148538715,6.884003148538715,6.884003148538715,13.562866684435804,0.22417961461877361,0.22417961461877361,0.22417961461877361,1.002,0.045,0.045,0.045,0.955,0.015,0.015,0.015,5500,80,80,80,0.0240406,0.000400676,0.000400676,0.000400676,1.3600309,0,89.4,Maxted 2013,http://adsabs.harvard.edu/abs/2013PASP..125...48M,Maxted 2013,http://adsabs.harvard.edu/abs/2013PASP..125...48M,2013
WASP-78 b,278.97274736366376,25.613190313347392,25.613190313347392,25.613190313347392,19.055267242595757,1.2329878804032548,1.2329878804032548,1.2329878804032548,1.33,0.09,0.09,0.09,2.2,0.12,0.12,0.12,6100,150,150,150,0.0361391,0.000815169,0.000815169,0.000815169,2.17517656,0,83.2,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,2012
WASP-79 b,281.1580543838505,26.571947685045693,26.571947685045693,26.571947685045693,19.055267242595757,1.2329878804032548,1.2329878804032548,1.2329878804032548,1.52,0.07,0.07,0.07,1.64,0.08,0.08,0.08,6600,100,100,100,0.0534741,0.000891236,0.000891236,0.000891236,3.6623817,0,85.4,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,2012
WASP-8 b,679.2630872752837,25.38318643165612,25.38318643165612,25.38318643165612,11.63492199871435,0.07846286511657076,0.526822094354118,0.30264247973534436,1.03,0.054,0.061000000000000006,0.0575,0.945,0.051,0.036,0.0435,5600,80,80,80,0.080153,0.00149152,0.00149152,0.00149152,8.158715,0.31,88.55,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q,2010
WASP-80 b,175.3594469719795,11.241809179471728,11.241809179471728,11.241809179471728,10.670949655853624,0.30264247973534436,0.2914334990044057,0.297037989369875,0.58,0.05,0.05,0.05,0.571,0.016,0.016,0.016,4145,100,100,100,0.0344696,0.000990507,0.000990507,0.000990507,3.0678504,0,89.92,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,2013
XO-1 b,291.83987069398415,25.251260756251884,25.251260756251884,25.251260756251884,13.518030761512048,0.526822094354118,0.4707771906994245,0.4987996425267713,1.027,0.057,0.06099999999999999,0.059,0.934,0.037,0.03200000000000001,0.0345,5750,75,75,75,0.049283,0.000943751,0.000943751,0.000943751,3.941534,0,88.81,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,2006
XO-2 b,180.02245229486792,17.97456340263131,17.97456340263131,17.97456340263131,11.018428058512722,0.3250604411972217,0.31385146046628304,0.3194559508317524,0.974,0.032,0.034,0.033,0.971,0.027,0.026,0.0265,5340,80,80,80,0.0368367,0.000613945,0.000613945,0.000613945,2.615838,0,88.9,Burke 2007,http://adsabs.harvard.edu/abs/2007ApJ...671.2115B,Burke 2007,http://adsabs.harvard.edu/abs/2007ApJ...671.2115B,2007
XO-3 b,4149.0005172240635,141.15697669980918,141.15697669980918,141.15697669980918,13.641329549552374,0.8182555933585236,0.8182555933585236,0.8182555933585236,1.41,0.004,0.004,0.004,2.07898,0.0670011,0.0670011,0.0670011,6429,50,50,50,0.0477112,0.000795188,0.000795188,0.000795188,3.1915426,0.2884,79.32,Johns-Krull 2008,http://adsabs.harvard.edu/abs/2008ApJ...677..657J,Winn 2009,http://adsabs.harvard.edu/abs/2009ApJ...700..302W,2008
XO-4 b,509.20259666566227,25.273062975795924,25.273062975795924,25.273062975795924,14.907944372148444,0.560449036546934,0.560449036546934,0.560449036546934,1.32,,,,,,,,,,,,0.05524,0.000920667,0.000920667,0.000920667,4.1250828,0,88.8,McCullough 2008,http://adsabs.harvard.edu/abs/2008arXiv0805.2921M,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,2008
XO-5 b,365.749712764889,28.015947459074017,28.015947459074017,28.015947459074017,11.54525015286684,0.6725388438563208,0.560449036546934,0.6164939402016274,1,0.03,0.03,0.03,1.05,0.05,0.039999999999999994,0.045,5510,44,44,44,0.0508651,0.000847751,0.000847751,0.000847751,4.1877537,0,86.9,Burke 2008,http://adsabs.harvard.edu/abs/2008ApJ...686.1331B,Burke 2008,http://adsabs.harvard.edu/abs/2008ApJ...686.1331B,2008
