NAME,R,RUPPER,RLOWER,MSINI,MSINIUPPER,MSINILOWER,I,PER,A,AUPPER,ALOWER,TEFF,TEFFUPPER,TEFFLOWER,RSTAR,RSTARUPPER,RSTARLOWER,ECC,FIRSTREF,FIRSTURL,ORBREF,ORBURL
,rjupiter,rjupiter,rjupiter,mjupiter,mjupiter,mjupiter,deg,day,au,au,au,k,k,k,rsun,rsun,rsun,,,,,
Kepler-12 b,1.6950000525,0.0280000009,0.0319999977,0.4318546057,0.0415478796,0.0415478796,88.7600021362,4.4379637,0.055634778,0.0009272463,0.0009272463,5947,100,100,1.4830000401,0.0250000004,0.029000001,0,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Fortney 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....9F
Kepler-14 b,1.1360000372,0.0729999989,0.0540000051,8.4064311981,0.2935765088,0.2935765088,90,6.790123,0.0806879103,0.0013447985,0.0013447985,6395,60,60,2.0480000973,0.1120000035,0.0839999913,0.0350051001,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Bucchave 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....3B
Kepler-15 b,0.9599999785,0.0700000003,0.0599999949,0.6617703438,0.078969717,0.078969717,87.4400024414,4.942782,0.0571382008,0.0009523034,0.0009523034,5515,122,130,0.9919999838,0.0579999983,0.0700000077,0.1339329928,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Endl 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...13E
Kepler-16 b,0.7537999749,0.0026,0.0023,0.3330000043,0.0160000008,0.0160000008,89.9677963257,228.776,0.646795392,0.0107800569,0.0107800569,4450,150,150,0.6488999724,0.0013,0.0013,0.0068999999,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Doyle 2011,http://adsabs.harvard.edu/abs/2011Sci...333.1602D
Kepler-17 b,1.3300000429,0.0399999991,0.0399999991,2.4765110016,0.1020446196,0.1020446196,87.2200012207,1.4857108,0.0267923046,0.0004619363,0.0004619363,5781,85,85,1.0499999523,0.0299999993,0.0299999993,0,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Desert 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...14D
Kepler-18 b,0.4897849858,0.0231956001,0.0231956001,0.0216243993,0.010697994,0.010697994,84.9199981689,3.504725,0.0447298959,0.0007454983,0.0007454983,5383,44,44,1.1080000401,0.050999999,0.050999999,0,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C
Kepler-18 c,0.4897849858,0.0231956001,0.0231956001,0.0543869995,0.0059782903,0.0059782903,87.6800003052,7.64159,0.0752115324,0.0012535256,0.0012535256,5383,44,44,1.1080000401,0.050999999,0.050999999,0.000338541,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C
Kepler-18 d,0.6227139831,0.0294406004,0.0294406004,0.0515706018,0.0044050560,0.0044050560,88.0699996948,14.85888,0.1171707809,0.0019528464,0.0019528464,5383,44,44,1.1080000401,0.050999999,0.050999999,0.000521567,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C
Kepler-20 b,0.1702470034,0.0106961001,0.0187183003,0.0266148616,0.0066771419,0.0066771419,86.5,3.6961219,0.0453704447,0.0007561741,0.0007561741,5455,100,100,0.9440000057,0.0599999987,0.0950000025,0,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G
Kepler-20 c,0.273642987,0.0178268999,0.0276317001,0.0494862311,0.0104281148,0.0104281148,88.3899993896,10.854092,0.0930410549,0.0015506842,0.0015506842,5455,100,100,0.9440000057,0.0599999987,0.0950000025,0,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G
Kepler-20 d,0.2451200038,0.0151528995,0.0267402995,0.0236858446,0.0227126591,0.0227126591,89.5699996948,77.61184,0.3453242183,0.0057554035,0.0057554035,5455,100,100,0.9440000057,0.0599999987,0.0950000025,0,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G
Kepler-4 b,0.3569999933,0.0189999994,0.0189999994,0.0772271901,0.0128194699,0.0128194699,89.7600021362,3.21346,0.0455763265,0.0008943866,0.0008943866,5857,120,120,1.4869999886,0.0710000023,0.0839999989,0,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B
Kepler-5 b,1.4309999943,0.0465000011,0.0465000011,2.1122157574,0.0750532523,0.0750532523,86.3000030518,3.54846,0.0506416261,0.0008440271,0.0008440271,6297,60,60,1.7929999828,0.0430000015,0.0619999953,0,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K
Kepler-6 b,1.3229999542,0.0260000005,0.0289999993,0.6683321595,0.0309459474,0.0309459474,86.8000030518,3.234723,0.0456089117,0.0007601486,0.0007601486,5647,44,44,1.3910000324,0.0170000009,0.0280000009,0,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D
Kepler-7 b,1.4780000448,0.0500000007,0.0510000029,0.4369418323,0.038508527,0.038508527,86.5,4.885525,0.0622369125,0.0010372819,0.0010372819,5933,44,44,1.8430000544,0.0480000004,0.0659999996,0,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L
Kepler-8 b,1.4190000296,0.0560000017,0.0579999983,0.5826072693,0.1043093428,0.1043093428,84.0699996948,3.52254,0.0483278073,0.0008632337,0.0008632337,6213,150,150,1.4859999418,0.0529999994,0.0620000026,0,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J
OGLE-TR-10 b,1.25,0.1400000006,0.1199999898,0.6266425252,,,90,3.101278,0.0434855074,,,5950,130,130,1.1699999571,0.1299999952,0.1099999994,0,Konacki 2005,http://adsabs.harvard.edu/abs/2005ApJ...624..372K,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T
OGLE-TR-111 b,1.050999999,0.057,0.0529999994,0.5484809875,,,88.25,4.0161,0.0468861945,,,5040,80,80,0.8309999704,0.0450000018,0.039999999,0,Pont 2004,http://adsabs.harvard.edu/abs/2004A%26A...426L..15P,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T
OGLE-TR-113 b,1.0930000544,0.0280000009,0.0219999999,1.2550799847,,,87.8000030518,1.4324752,0.0228945892,,,4790,75,75,0.773999989,0.0199999996,0.0109999998,0,Konacki 2004; Bouchy 2004,http://adsabs.harvard.edu/abs/2004ApJ...609L..37K ; http://adsabs.harvard.edu/abs/2004A%26A...421L..13B,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T
OGLE-TR-132 b,1.2000000477,0.150000006,0.1099999844,1.1694540977,,,83.4000015259,1.689868,0.0303507186,,,6210,75,75,1.3200000525,0.1700000018,0.1199999898,0,Bouchy 2004,http://adsabs.harvard.edu/abs/2004A%26A...421L..13B,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T
OGLE-TR-182 b,1.1299999952,0.2399999946,0.1400000006,1.0216171741,0.1486814767,0.1486814767,85.6999969482,3.9791,0.0513517372,0.0008558623,0.0008558623,5924,64,64,1.1399999857,0.2300000042,0.0599999874,0,Pont 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..749P,Pont 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..749P
OGLE-TR-211 b,1.3600000143,0.1800000072,0.0900000036,0.7534249425,0.1491394788,0.1491394788,84.2182006836,3.67724,0.0512841679,0.0008547362,0.0008547362,6325,91,91,1.6399999857,0.2099999934,0.0700000078,0,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U
OGLE-TR-56 b,1.3630000353,0.0920000002,0.0899999962,1.354477644,,,77.5999984741,1.2119189,0.023830913,,,6050,100,100,1.3630000353,0.0890000015,0.0859999955,0,Konacki 2003,http://adsabs.harvard.edu/abs/2003Natur.421..507K,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T
OGLE2-TR-L9 b,1.6100000143,0.0399999991,0.0399999991,4.5021271706,1.5090004206,1.5090004206,79.8000030518,2.4855335,0.0413278528,0.00072505,0.00072505,6933,58,58,1.5299999714,0.0399999991,0.0399999991,0,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S
Qatar-1 b,1.1640000343,0.0450000018,0.0450000018,1.082717061,0.0850222632,0.0850222632,83.4700012207,1.420033,0.0234308317,0.0003905139,0.0003905139,4861,125,125,0.8230000138,0.0250000004,0.0250000004,0,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A
TrES-1 b,1.0670000315,0.0219999999,0.0210000015,0.752484262,0.0476367325,0.0476367325,90,3.030065,0.0392516293,0.0006541938,0.0006541938,5230,50,50,0.8069999814,0.0170000009,0.0159999989,0,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A
TrES-2 b,1.2239999771,0.0410000011,0.0410000011,1.1931613684,0.0522426739,0.0522426739,83.5699996948,2.47063,0.0355765484,0.0007359001,0.0007359001,5850,50,50,1.003000021,0.0329999998,0.0329999998,0,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O
TrES-3 b,1.3359999657,0.0309999995,0.0370000041,1.8729885817,,,81.8499984741,1.30618581,0.0227177925,,,5650,75,75,0.8119999766,0.0140000004,0.0250000004,0,O'Donovan 2007,http://adsabs.harvard.edu/abs/2007ApJ...663L..37O,Sozzetti 2009,http://adsabs.harvard.edu/abs/2009ApJ...691.1145S
TrES-4 b,1.7510000467,0.064000003,0.061999999,0.9130191803,0.0740366206,0.0740366206,82.8099975586,3.553945,0.0509242974,0.0008487386,0.0008487386,6200,75,75,1.8159999847,0.0649999976,0.0620000064,0,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M
TrES-5 b,1.2089999914,0.0209999997,0.0209999997,1.7699979544,0.0800980851,0.0800980851,84.5289993286,1.4822446,0.0245156772,0.0004085946,0.0004085946,5171,36,36,0.8659999967,0.0130000003,0.0130000003,0,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M
WASP-1 b,1.5160000324,0.0520000011,0.2480000109,0.8275360465,0.0508036949,0.0508036949,88.6500015259,2.5199449,0.0385202914,0.0006420049,0.0006420049,6110,45,45,1.5169999599,0.0520000011,0.0450000017,0,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S
WASP-10 b,1.0800000429,0.0199999996,0.0199999996,3.1886870861,0.1197739318,0.1197739318,88.4899978638,3.0927636,0.0384535752,0.0006408929,0.0006408929,4675,100,100,0.7749999762,0.0430000015,0.0399999953,0.0599999987,Christian 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1585C,Christian 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1585C
WASP-11 b,0.9100000262,0.0599999987,0.0300000049,0.5397520661,0.0518702753,0.0518702753,89.8000030518,3.722465,0.0436465703,0.0007274428,0.0007274428,4800,100,100,0.7400000095,0.0399999991,0.0300000011,0,West 2009 ; Bakos 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W ; http://adsabs.harvard.edu/abs/2009ApJ...696.1950B,West 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W
WASP-12 b,1.7899999619,0.0900000036,0.0900000036,1.348993063,0.0509218089,0.0509218089,82.5,1.09142245,0.022532912,0.0003755486,0.0003755486,6300,200,100,1.6299999952,0.0799999982,0.0799999982,0.0489999987,Hebb 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1920H,Maciejewski 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..65M
WASP-13 b,1.3890000582,0.0450000018,0.0560000018,0.477697432,0.0616703294,0.0616703294,85.1900024414,4.353011,0.0537034795,0.000895058,0.000895058,5826,100,100,1.5119999647,0.0309999995,0.0409999975,0,Skillen 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..391S,Skillen 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..391S
WASP-14 b,1.2810000181,0.075000003,0.0820000022,7.6545724869,0.2930806577,0.2930806577,84.3199996948,2.243752,0.0367693007,0.0007017042,0.0007017042,6475,100,100,1.3099999428,0.0700000003,0.0700000003,0.0909999982,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J
WASP-15 b,1.4279999733,0.0769999996,0.0769999996,0.5414463282,0.0371336825,0.0371336825,85.5,3.7520656,0.0499433316,0.0008323889,0.0008323889,6300,100,100,1.4769999981,0.0719999969,0.0719999969,0,West 2009,http://adsabs.harvard.edu/abs/2009AJ....137.4834W,West 2009,http://adsabs.harvard.edu/abs/2009AJ....137.4834W
WASP-16 b,1.0080000162,0.0829999968,0.0590000078,0.8393643498,0.0319678783,0.0319678783,85.2200012207,3.1186009,0.041785825,0.0006964304,0.0006964304,5700,150,150,0.94599998,0.057,0.0519999974,0,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L,Lister 2009,http://adsabs.harvard.edu/abs/2009ApJ...703..752L
WASP-17 b,1.5099999905,0.1000000015,0.1000000015,0.4932001531,0.0513518117,0.0513518117,88.1600036621,3.7354417,0.0499352701,0.0008322545,0.0008322545,6550,100,100,1.2000000477,0.0810000002,0.0799999982,0.2370000035,Anderson 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..159A,Anderson 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..159A
WASP-18 b,1.1059999466,0.0719999969,0.0540000051,10.0635662079,0.3383617699,0.3383617699,86,0.94145299,0.0201400686,0.0003356678,0.0003356678,6400,100,100,1.2159999609,0.0670000017,0.0539999977,0.0092000002,Hellier 2009,http://adsabs.harvard.edu/abs/2009Natur.460.1098H,Hellier 2009,http://adsabs.harvard.edu/abs/2009Natur.460.1098H
WASP-19 b,1.3860000372,0.0320000015,0.0320000015,1.1140521765,0.0393462963,0.0393462963,79.4000015259,0.78884,0.0163151938,0.0002719199,0.0002719199,5500,100,100,0.9900000095,0.0199999996,0.0199999996,0.0046000001,Hebb 2010,http://adsabs.harvard.edu/abs/2010ApJ...708..224H,Hellier 2011,http://adsabs.harvard.edu/abs/2011ApJ...730L..31H
WASP-2 b,1.07099998,0.0799999982,0.0830000044,0.9048182368,0.0507880636,0.0507880636,84.7399978638,2.152226,0.0312728882,0.0005212148,0.0005212148,5200,200,200,0.8399999738,0.061999999,0.065000005,0,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,Charbonneau 2007,http://adsabs.harvard.edu/abs/2007ApJ...658.1322C
WASP-21 b,1.0700000525,0.0599999987,0.0599999987,0.3002006412,0.0133765908,0.0133765908,88.75,4.322482,0.0521086901,0.0008684782,0.0008684782,5800,100,100,1.0599999428,0.0399999991,0.0399999991,0,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B
WASP-22 b,1.1200000048,0.0399999991,0.0399999991,0.5590041876,0.1025399044,0.1025399044,89.1999969482,3.53269,0.0468681678,0.0042607426,0.0042607426,6000,100,100,1.1299999952,0.0299999993,0.0299999993,0.023,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M
WASP-23 b,0.9620000124,0.0515000001,0.0515000001,0.8718814254,0.0937695801,0.0937695801,88.3899993896,2.9444256,0.0370219648,0.0019776691,0.0019776691,5150,100,100,0.7649999857,0.0329999998,0.0490000024,0,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T,Triaud 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..24T
WASP-24 b,1.2999999523,0.0390000008,0.0379999988,1.0842858553,0.0405075848,0.0405075848,83.6399993896,2.3412127,0.036515519,0.000608592,0.000608592,6075,100,100,1.3309999704,0.0320000015,0.0320000015,0,Street 2010,http://adsabs.harvard.edu/abs/2010ApJ...720..337S,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.tmp..600S
WASP-25 b,1.2200000286,0.0599999987,0.0500000007,0.5781175494,0.0449259654,0.0449259654,88,3.764825,0.0473714024,0.0007895234,0.0007895234,5750,100,100,0.9200000167,0.0399999991,0.0399999991,0,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E,Enoch 2011,http://adsabs.harvard.edu/abs/2011MNRAS.410.1631E
WASP-26 b,1.3200000525,0.0799999982,0.0799999982,1.0087554455,0.0336251929,0.0336251929,82.5,2.7566,0.0399686471,0.0006661441,0.0006661441,5059,100,100,1.3400000334,0.0599999987,0.0599999987,0,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S
WASP-29 b,0.7919999957,0.0560000017,0.0349999965,0.2430475503,0.0201351754,0.0201351754,88.8000030518,3.922727,0.0456587411,0.000760979,0.000760979,4800,150,150,0.8080000281,0.0439999998,0.0439999998,0,Hellier 2010,http://adsabs.harvard.edu/abs/2010ApJ...723L..60H,Hellier 2010,http://adsabs.harvard.edu/abs/2010ApJ...723L..60H
WASP-3 b,1.2899999619,0.0850000009,0.0850000009,2.0043654442,0.093596518,0.093596518,85.0599975586,1.846834,0.0314947776,0.000524913,0.000524913,6400,100,100,1.3099999428,0.1199999973,0.0500000045,0,Pollacco 2008,http://adsabs.harvard.edu/abs/2008MNRAS.385.1576P,Tripathi 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..421T
WASP-31 b,1.5369999409,0.0599999987,0.0599999987,0.4771544635,0.0328080542,0.0328080542,84.5400009155,3.405909,0.0466223061,0.0007770385,0.0007770385,6302,102,102,1.2519999743,0.0329999998,0.0329999998,0,Anderson 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..60A,Anderson 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..60A
WASP-32 b,1.1799999475,0.0700000003,0.0700000003,3.5411119461,0.1259680539,0.1259680539,85.3000030518,2.718659,0.0393929109,0.0006565485,0.0006565485,6100,100,100,1.1100000143,0.0500000007,0.0500000007,0.0179999992,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M
WASP-34 b,1.2200000286,0.1099999994,0.0799999982,0.5813076496,0.028549742,0.028549742,85.1999969482,4.3176782,0.0520746857,0.0012030456,0.0012030456,5700,100,100,0.9300000072,0.1199999973,0.1199999973,0.0379999988,Smalley 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,Smalley 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S
WASP-35 b,1.3200000525,0.0299999993,0.0299999993,0.7166435719,0.058738254,0.058738254,87.9599990845,3.161575,0.0431283303,0.0007188055,0.0007188055,5990,80,80,1.0900000334,0.0199999996,0.0199999996,0,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E
WASP-36 b,1.2690000534,0.0299999993,0.0299999993,2.2553725243,0.0891029909,0.0891029909,83.6500015259,1.5373653,0.0262601078,0.0004376685,0.0004376685,5881,135,138,0.9430000186,0.0189999994,0.0189999994,0,Smith 2012,http://adsabs.harvard.edu/abs/2012AJ....143...81S,Smith 2012,http://adsabs.harvard.edu/abs/2012AJ....143...81S
WASP-37 b,1.1599999666,0.0700000003,0.0599999949,1.793235302,0.1663226932,0.1663226932,88.8199996948,3.577469,0.0446312092,0.001929998,0.001929998,5800,150,150,1.003000021,0.0529999994,0.0529999994,0,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S
WASP-38 b,1.0939999819,0.0289999992,0.0280000008,2.6890218258,0.0931690931,0.0931690931,88.8300018311,6.871814,0.0752866343,0.0012547773,0.0012547773,6150,80,80,1.3309999704,0.0299999993,0.0250000005,0.0313999988,Barros 2011,http://adsabs.harvard.edu/abs/2011A&A...525A..54B,Barros 2011,http://adsabs.harvard.edu/abs/2011A&A...525A..54B
WASP-39 b,1.2699999809,0.0399999991,0.0399999991,0.2841345668,0.0313726813,0.0313726813,87.8300018311,4.055259,0.0485834964,0.000809725,0.000809725,5400,150,150,0.8949999809,0.023,0.023,0,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F
WASP-4 b,1.3710000515,0.0335000008,0.0335000008,1.2230606079,0.0678536445,0.0678536445,88.5899963379,1.3382282,0.0230405424,0.000421988,0.000421988,5500,150,150,0.9139999747,0.0199999996,0.0230000018,0,Wilson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675L.113W,Wilson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675L.113W
WASP-41 b,1.2000000477,0.0599999987,0.0599999987,0.9317416549,0.0588468686,0.0588468686,87.6999969482,3.052401,0.0404958874,0.0012788175,0.0012788175,5450,150,150,0.8999999762,0.0500000007,0.0500000007,0,Maxted 2011,http://adsabs.harvard.edu/abs/2011PASP..123..547M,Maxted 2011,http://adsabs.harvard.edu/abs/2011PASP..123..547M
WASP-43 b,0.9300000072,0.0700000003,0.0899999961,1.7612951994,0.1034703776,0.1034703776,82.5999984741,0.813475,0.0142363179,0.0004090896,0.0004090896,4400,200,200,0.59799999,0.0340000018,0.0419999958,0,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H
WASP-48 b,1.6699999571,0.0799999982,0.0799999982,0.9695509076,0.0864906535,0.0864906535,80.0899963379,2.143634,0.0344880372,0.0005748007,0.0005748007,5920,150,150,1.75,0.0700000003,0.0700000003,0,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E
WASP-5 b,1.1710000038,0.0560000017,0.0560000017,1.6204661131,0.0725379512,0.0725379512,85.8000030518,1.6284246,0.0271923635,0.0004532061,0.0004532061,5880,150,150,1.0260000229,0.0729999989,0.0439999997,0,Anderson 2008,http://adsabs.harvard.edu/abs/2008MNRAS.387L...4A,Anderson 2008,http://adsabs.harvard.edu/abs/2008MNRAS.387L...4A
WASP-50 b,1.1529999971,0.0480000004,0.0480000004,1.4643770456,0.0879342854,0.0879342854,84,1.9550959,0.029471362,0.0008480175,0.0008480175,5400,100,100,0.8429999948,0.0309999995,0.0309999995,0.0089999996,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G
WASP-6 b,1.2239999771,0.050999999,0.0520000012,0.521173656,0.0204997919,0.0204997919,88.4700012207,3.361006,0.0428704247,0.0007145071,0.0007145071,5450,100,100,0.8700000048,0.0250000004,0.0360000002,0.0540000014,Gillon 2009,http://adsabs.harvard.edu/abs/2009A%26A...501..785G,Gillon 2009,http://adsabs.harvard.edu/abs/2009A%26A...501..785G
WASP-7 b,0.9150000215,0.0460000001,0.0400000029,0.9192563891,0.1269527227,0.1269527227,89.5999984741,4.954658,0.0604572706,0.0010076213,0.0010076213,6400,100,100,1.2359999418,0.0590000004,0.0459999964,0,Hellier 2009,http://adsabs.harvard.edu/abs/2009ApJ...690L..89H,Hellier 2009,http://adsabs.harvard.edu/abs/2009ApJ...690L..89H
WASP-8 b,1.0379999876,0.0070000002,0.0470000012,2.1372847557,0.0798674226,0.0798674226,88.5500030518,8.158715,0.0801530182,0.0014915207,0.0014915207,5600,80,80,0.9449999928,0.050999999,0.0359999984,0.3100000024,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q
XO-1 b,1.2059999704,0.0469999984,0.0420000032,0.9182654619,0.0794522613,0.0794522613,88.8099975586,3.941534,0.0492829867,0.0009437508,0.0009437508,5750,75,75,0.9340000153,0.0370000005,0.0319999977,0,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M
XO-2 b,0.9829999804,0.0289999992,0.0280000008,0.5664353967,0.0565563627,0.0565563627,88.9000015259,2.615838,0.0368366726,0.0006139445,0.0006139445,5340,80,80,0.9710000157,0.0270000007,0.0259999987,0,Burke 2007,http://adsabs.harvard.edu/abs/2007ApJ...671.2115B,Burke 2007,http://adsabs.harvard.edu/abs/2007ApJ...671.2115B
XO-5 b,1.0299999714,0.0599999987,0.0500000007,1.1508201361,0.0881512687,0.0881512687,86.9000015259,4.1877537,0.0508650579,0.000847751,0.000847751,5510,44,44,1.0499999523,0.0500000007,0.0400000029,0,Burke 2008,http://adsabs.harvard.edu/abs/2008ApJ...686.1331B,Burke 2008,http://adsabs.harvard.edu/abs/2008ApJ...686.1331B
